Source_Object_Type,Source_Object,Azure_PostgreSQL_Object_Type,Azure_PostgreSQL_Object,Status,Action_Required,Error_Message
PACKAGE_STATE,CONTOSO.PKG_GEN_IFC_OUT_008.__state__,FUNCTION,contoso.pkg_gen_ifc_out_008$g_entity(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PACKAGE_STATE,CONTOSO.PKG_GEN_IFC_OUT_008.__state__,FUNCTION,contoso.pkg_gen_ifc_out_008$g_run_id_clear(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PACKAGE_STATE,CONTOSO.PKG_GEN_IFC_OUT_008.__state__,FUNCTION,contoso.pkg_gen_ifc_out_008$g_run_id_get(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PACKAGE_STATE,CONTOSO.PKG_GEN_IFC_OUT_008.__state__,FUNCTION,contoso.pkg_gen_ifc_out_008$g_run_id_set(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PACKAGE_STATE,CONTOSO.PKG_GEN_IFC_OUT_008.__state__,FUNCTION,contoso.pkg_gen_ifc_out_008$g_system_code(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PACKAGE_STATE,CONTOSO.PKG_GEN_IFC_OUT_008.__state__,FUNCTION,contoso.pkg_gen_ifc_out_008$g_transport(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PACKAGE_STATE,CONTOSO.PKG_GEN_IFC_OUT_008.__state__,TYPE,contoso.pkg_gen_ifc_out_008$t_row,Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
FUNCTION,CONTOSO.PKG_GEN_IFC_OUT_008.batch_ref,FUNCTION,contoso.pkg_gen_ifc_out_008$batch_ref(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PROCEDURE,CONTOSO.PKG_GEN_IFC_OUT_008.import_batch,FUNCTION,contoso.pkg_gen_ifc_out_008$import_batch(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
FUNCTION,CONTOSO.PKG_GEN_IFC_OUT_008.pending_count,FUNCTION,contoso.pkg_gen_ifc_out_008$pending_count(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PROCEDURE,CONTOSO.PKG_GEN_IFC_OUT_008.quarantine,PROCEDURE,contoso.pkg_gen_ifc_out_008$quarantine(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PROCEDURE,CONTOSO.PKG_GEN_IFC_OUT_008.reconcile,PROCEDURE,contoso.pkg_gen_ifc_out_008$reconcile(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PACKAGE_BODY,CONTOSO.PKG_GEN_IFC_OUT_010,PACKAGE_BODY,contoso.pkg_gen_ifc_out_010,Not-Converted,yes,"Verify that the functionality is present. Deployable Azure PostgreSQL code could not be generated for this object, and it has no separate entry in the deployment script. Check whether the related object contains its functionality; if it does not, implement the missing Azure PostgreSQL behavior, test it, and deploy it separately. Reference: CVT-124"
PACKAGE_STATE,CONTOSO.PKG_GEN_IFC_OUT_010.__state__,DOMAIN,contoso.pkg_gen_ifc_out_010$t_row_tab,Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PACKAGE_STATE,CONTOSO.PKG_GEN_IFC_OUT_010.__state__,FUNCTION,contoso.pkg_gen_ifc_out_010$e_batch_rejected(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PACKAGE_STATE,CONTOSO.PKG_GEN_IFC_OUT_010.__state__,FUNCTION,contoso.pkg_gen_ifc_out_010$e_transport_down(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PACKAGE_STATE,CONTOSO.PKG_GEN_IFC_OUT_010.__state__,FUNCTION,contoso.pkg_gen_ifc_out_010$g_batch_limit(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PACKAGE_STATE,CONTOSO.PKG_GEN_IFC_OUT_010.__state__,FUNCTION,contoso.pkg_gen_ifc_out_010$g_direction(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PACKAGE_STATE,CONTOSO.PKG_GEN_IFC_OUT_010.__state__,FUNCTION,contoso.pkg_gen_ifc_out_010$g_entity(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PACKAGE_STATE,CONTOSO.PKG_GEN_IFC_OUT_010.__state__,FUNCTION,contoso.pkg_gen_ifc_out_010$g_run_id_get(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PACKAGE_STATE,CONTOSO.PKG_GEN_IFC_OUT_010.__state__,FUNCTION,contoso.pkg_gen_ifc_out_010$g_run_id_set(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PACKAGE_STATE,CONTOSO.PKG_GEN_IFC_OUT_010.__state__,FUNCTION,contoso.pkg_gen_ifc_out_010$g_system_code(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PACKAGE_STATE,CONTOSO.PKG_GEN_IFC_OUT_010.__state__,FUNCTION,contoso.pkg_gen_ifc_out_010$g_transport(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PACKAGE_STATE,CONTOSO.PKG_GEN_IFC_OUT_010.__state__,TYPE,contoso.pkg_gen_ifc_out_010$t_row,Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
FUNCTION,CONTOSO.PKG_GEN_IFC_OUT_010.batch_ref,FUNCTION,contoso.pkg_gen_ifc_out_010$batch_ref(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PROCEDURE,CONTOSO.PKG_GEN_IFC_OUT_010.import_batch,FUNCTION,contoso.pkg_gen_ifc_out_010$import_batch(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
FUNCTION,CONTOSO.PKG_GEN_IFC_OUT_010.open_feed,FUNCTION,contoso.pkg_gen_ifc_out_010$open_feed(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
FUNCTION,CONTOSO.PKG_GEN_IFC_OUT_010.pending_count,FUNCTION,contoso.pkg_gen_ifc_out_010$pending_count(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PROCEDURE,CONTOSO.PKG_GEN_IFC_OUT_010.quarantine,FUNCTION,contoso.pkg_gen_ifc_out_010$quarantine(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PROCEDURE,CONTOSO.PKG_GEN_IFC_OUT_010.reconcile,FUNCTION,contoso.pkg_gen_ifc_out_010$reconcile(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PACKAGE_BODY,CONTOSO.PKG_GEN_IFC_OUT_012,PACKAGE_BODY,contoso.pkg_gen_ifc_out_012,Not-Converted,yes,"Verify that the functionality is present. Deployable Azure PostgreSQL code could not be generated for this object, and it has no separate entry in the deployment script. Check whether the related object contains its functionality; if it does not, implement the missing Azure PostgreSQL behavior, test it, and deploy it separately. Reference: CVT-124"
PACKAGE_STATE,CONTOSO.PKG_GEN_IFC_OUT_012.__state__,DOMAIN,contoso.pkg_gen_ifc_out_012$t_row_tab,Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PACKAGE_STATE,CONTOSO.PKG_GEN_IFC_OUT_012.__state__,FUNCTION,contoso.pkg_gen_ifc_out_012$e_batch_rejected(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PACKAGE_STATE,CONTOSO.PKG_GEN_IFC_OUT_012.__state__,FUNCTION,contoso.pkg_gen_ifc_out_012$e_transport_down(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PACKAGE_STATE,CONTOSO.PKG_GEN_IFC_OUT_012.__state__,FUNCTION,contoso.pkg_gen_ifc_out_012$g_batch_limit(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PACKAGE_STATE,CONTOSO.PKG_GEN_IFC_OUT_012.__state__,FUNCTION,contoso.pkg_gen_ifc_out_012$g_direction(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PACKAGE_STATE,CONTOSO.PKG_GEN_IFC_OUT_012.__state__,FUNCTION,contoso.pkg_gen_ifc_out_012$g_entity(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PACKAGE_STATE,CONTOSO.PKG_GEN_IFC_OUT_012.__state__,FUNCTION,contoso.pkg_gen_ifc_out_012$g_run_id_get(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PACKAGE_STATE,CONTOSO.PKG_GEN_IFC_OUT_012.__state__,FUNCTION,contoso.pkg_gen_ifc_out_012$g_run_id_set(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PACKAGE_STATE,CONTOSO.PKG_GEN_IFC_OUT_012.__state__,FUNCTION,contoso.pkg_gen_ifc_out_012$g_system_code(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PACKAGE_STATE,CONTOSO.PKG_GEN_IFC_OUT_012.__state__,FUNCTION,contoso.pkg_gen_ifc_out_012$g_transport(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PACKAGE_STATE,CONTOSO.PKG_GEN_IFC_OUT_012.__state__,TYPE,contoso.pkg_gen_ifc_out_012$t_row,Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
FUNCTION,CONTOSO.PKG_GEN_IFC_OUT_012.batch_ref,FUNCTION,contoso.pkg_gen_ifc_out_012$batch_ref(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PROCEDURE,CONTOSO.PKG_GEN_IFC_OUT_012.import_batch,FUNCTION,contoso.pkg_gen_ifc_out_012$import_batch(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
FUNCTION,CONTOSO.PKG_GEN_IFC_OUT_012.pending_count,FUNCTION,contoso.pkg_gen_ifc_out_012$pending_count(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PROCEDURE,CONTOSO.PKG_GEN_IFC_OUT_012.quarantine,PROCEDURE,contoso.pkg_gen_ifc_out_012$quarantine(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PROCEDURE,CONTOSO.PKG_GEN_IFC_OUT_012.reconcile,PROCEDURE,contoso.pkg_gen_ifc_out_012$reconcile(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
FUNCTION,CONTOSO.PKG_GEN_IFC_OUT_012.resolve_key,FUNCTION,contoso.pkg_gen_ifc_out_012$resolve_key(p_key varchar),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
FUNCTION,CONTOSO.PKG_GEN_IFC_OUT_012.resolve_key,FUNCTION,contoso.pkg_gen_ifc_out_012$resolve_key(p_key numeric),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
FUNCTION,CONTOSO.PKG_GEN_IFC_OUT_012.resolve_key,FUNCTION,contoso.pkg_gen_ifc_out_012$resolve_key(p_key timestamp without time zone),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PACKAGE_BODY,CONTOSO.PKG_GEN_IFC_OUT_014,PACKAGE_BODY,contoso.pkg_gen_ifc_out_014,Not-Converted,yes,"Verify that the functionality is present. Deployable Azure PostgreSQL code could not be generated for this object, and it has no separate entry in the deployment script. Check whether the related object contains its functionality; if it does not, implement the missing Azure PostgreSQL behavior, test it, and deploy it separately. Reference: CVT-124"
PACKAGE_STATE,CONTOSO.PKG_GEN_IFC_OUT_014.__state__,DOMAIN,contoso.pkg_gen_ifc_out_014$t_row_tab,Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PACKAGE_STATE,CONTOSO.PKG_GEN_IFC_OUT_014.__state__,FUNCTION,contoso.pkg_gen_ifc_out_014$e_batch_rejected(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PACKAGE_STATE,CONTOSO.PKG_GEN_IFC_OUT_014.__state__,FUNCTION,contoso.pkg_gen_ifc_out_014$e_transport_down(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PACKAGE_STATE,CONTOSO.PKG_GEN_IFC_OUT_014.__state__,FUNCTION,contoso.pkg_gen_ifc_out_014$g_batch_limit(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PACKAGE_STATE,CONTOSO.PKG_GEN_IFC_OUT_014.__state__,FUNCTION,contoso.pkg_gen_ifc_out_014$g_direction(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PACKAGE_STATE,CONTOSO.PKG_GEN_IFC_OUT_014.__state__,FUNCTION,contoso.pkg_gen_ifc_out_014$g_entity(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PACKAGE_STATE,CONTOSO.PKG_GEN_IFC_OUT_014.__state__,FUNCTION,contoso.pkg_gen_ifc_out_014$g_run_id_get(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PACKAGE_STATE,CONTOSO.PKG_GEN_IFC_OUT_014.__state__,FUNCTION,contoso.pkg_gen_ifc_out_014$g_run_id_set(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PACKAGE_STATE,CONTOSO.PKG_GEN_IFC_OUT_014.__state__,FUNCTION,contoso.pkg_gen_ifc_out_014$g_system_code(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PACKAGE_STATE,CONTOSO.PKG_GEN_IFC_OUT_014.__state__,FUNCTION,contoso.pkg_gen_ifc_out_014$g_transport(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PACKAGE_STATE,CONTOSO.PKG_GEN_IFC_OUT_014.__state__,TYPE,contoso.pkg_gen_ifc_out_014$t_row,Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
FUNCTION,CONTOSO.PKG_GEN_IFC_OUT_014.batch_ref,FUNCTION,contoso.pkg_gen_ifc_out_014$batch_ref(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PROCEDURE,CONTOSO.PKG_GEN_IFC_OUT_014.import_batch,FUNCTION,contoso.pkg_gen_ifc_out_014$import_batch(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
FUNCTION,CONTOSO.PKG_GEN_IFC_OUT_014.pending_count,FUNCTION,contoso.pkg_gen_ifc_out_014$pending_count(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PROCEDURE,CONTOSO.PKG_GEN_IFC_OUT_014.quarantine,FUNCTION,contoso.pkg_gen_ifc_out_014$quarantine(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PROCEDURE,CONTOSO.PKG_GEN_IFC_OUT_014.reconcile,FUNCTION,contoso.pkg_gen_ifc_out_014$reconcile(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
PACKAGE_BODY,CONTOSO.PKG_GEN_IFC_OUT_016,PACKAGE_BODY,contoso.pkg_gen_ifc_out_016,Converted,no,"Verify the related object. Azure PostgreSQL code was generated for this object, but this type of object does not get its own entry in the deployment script. Confirm that its behavior is present in the related object and test that object with representative data. Reference: CVT-121"
PACKAGE_STATE,CONTOSO.PKG_GEN_IFC_OUT_016.__state__,DOMAIN,contoso.pkg_gen_ifc_out_016$t_row_tab,Converted,no,
PACKAGE_STATE,CONTOSO.PKG_GEN_IFC_OUT_016.__state__,FUNCTION,contoso.pkg_gen_ifc_out_016$e_batch_rejected(),Converted,no,
PACKAGE_STATE,CONTOSO.PKG_GEN_IFC_OUT_016.__state__,FUNCTION,contoso.pkg_gen_ifc_out_016$e_transport_down(),Converted,no,
PACKAGE_STATE,CONTOSO.PKG_GEN_IFC_OUT_016.__state__,FUNCTION,contoso.pkg_gen_ifc_out_016$g_batch_limit(),Converted,no,
PACKAGE_STATE,CONTOSO.PKG_GEN_IFC_OUT_016.__state__,FUNCTION,contoso.pkg_gen_ifc_out_016$g_direction(),Converted,no,
PACKAGE_STATE,CONTOSO.PKG_GEN_IFC_OUT_016.__state__,FUNCTION,contoso.pkg_gen_ifc_out_016$g_entity(),Converted,no,
PACKAGE_STATE,CONTOSO.PKG_GEN_IFC_OUT_016.__state__,FUNCTION,contoso.pkg_gen_ifc_out_016$g_run_id_clear(),Converted,no,
PACKAGE_STATE,CONTOSO.PKG_GEN_IFC_OUT_016.__state__,FUNCTION,contoso.pkg_gen_ifc_out_016$g_run_id_get(),Converted,no,
PACKAGE_STATE,CONTOSO.PKG_GEN_IFC_OUT_016.__state__,FUNCTION,contoso.pkg_gen_ifc_out_016$g_run_id_set(),Converted,no,
PACKAGE_STATE,CONTOSO.PKG_GEN_IFC_OUT_016.__state__,FUNCTION,contoso.pkg_gen_ifc_out_016$g_system_code(),Converted,no,
PACKAGE_STATE,CONTOSO.PKG_GEN_IFC_OUT_016.__state__,FUNCTION,contoso.pkg_gen_ifc_out_016$g_transport(),Converted,no,
PACKAGE_STATE,CONTOSO.PKG_GEN_IFC_OUT_016.__state__,TYPE,contoso.pkg_gen_ifc_out_016$t_row,Converted,no,
FUNCTION,CONTOSO.PKG_GEN_IFC_OUT_016.batch_ref,FUNCTION,contoso.pkg_gen_ifc_out_016$batch_ref(),Converted,yes,
PROCEDURE,CONTOSO.PKG_GEN_IFC_OUT_016.import_batch,PROCEDURE,contoso.pkg_gen_ifc_out_016$import_batch(),Converted,yes,
FUNCTION,CONTOSO.PKG_GEN_IFC_OUT_016.open_feed,FUNCTION,contoso.pkg_gen_ifc_out_016$open_feed(),Converted,no,
FUNCTION,CONTOSO.PKG_GEN_IFC_OUT_016.pending_count,FUNCTION,contoso.pkg_gen_ifc_out_016$pending_count(),Converted,yes,
PROCEDURE,CONTOSO.PKG_GEN_IFC_OUT_016.quarantine,PROCEDURE,contoso.pkg_gen_ifc_out_016$quarantine(),Converted,yes,
PROCEDURE,CONTOSO.PKG_GEN_IFC_OUT_016.reconcile,PROCEDURE,contoso.pkg_gen_ifc_out_016$reconcile(),Converted,yes,
PACKAGE_BODY,CONTOSO.PKG_GEN_IFC_OUT_018,PACKAGE_BODY,contoso.pkg_gen_ifc_out_018,Converted,no,"Verify the related object. Azure PostgreSQL code was generated for this object, but this type of object does not get its own entry in the deployment script. Confirm that its behavior is present in the related object and test that object with representative data. Reference: CVT-121"
PACKAGE_STATE,CONTOSO.PKG_GEN_IFC_OUT_018.__state__,DOMAIN,contoso.pkg_gen_ifc_out_018$t_row_tab,Converted,no,
PACKAGE_STATE,CONTOSO.PKG_GEN_IFC_OUT_018.__state__,FUNCTION,contoso.pkg_gen_ifc_out_018$e_batch_rejected(),Converted,no,
PACKAGE_STATE,CONTOSO.PKG_GEN_IFC_OUT_018.__state__,FUNCTION,contoso.pkg_gen_ifc_out_018$e_transport_down(),Converted,no,
PACKAGE_STATE,CONTOSO.PKG_GEN_IFC_OUT_018.__state__,FUNCTION,contoso.pkg_gen_ifc_out_018$g_batch_limit(),Converted,no,
PACKAGE_STATE,CONTOSO.PKG_GEN_IFC_OUT_018.__state__,FUNCTION,contoso.pkg_gen_ifc_out_018$g_direction(),Converted,no,
PACKAGE_STATE,CONTOSO.PKG_GEN_IFC_OUT_018.__state__,FUNCTION,contoso.pkg_gen_ifc_out_018$g_entity(),Converted,no,
PACKAGE_STATE,CONTOSO.PKG_GEN_IFC_OUT_018.__state__,FUNCTION,contoso.pkg_gen_ifc_out_018$g_run_id_get(),Converted,no,
PACKAGE_STATE,CONTOSO.PKG_GEN_IFC_OUT_018.__state__,FUNCTION,contoso.pkg_gen_ifc_out_018$g_run_id_set(),Converted,no,
PACKAGE_STATE,CONTOSO.PKG_GEN_IFC_OUT_018.__state__,FUNCTION,contoso.pkg_gen_ifc_out_018$g_system_code(),Converted,no,
PACKAGE_STATE,CONTOSO.PKG_GEN_IFC_OUT_018.__state__,FUNCTION,contoso.pkg_gen_ifc_out_018$g_transport(),Converted,no,
PACKAGE_STATE,CONTOSO.PKG_GEN_IFC_OUT_018.__state__,TYPE,contoso.pkg_gen_ifc_out_018$t_row,Converted,no,
